net,length_um
_06557_,3.16
_00080_,3.15
_00529_,3.145
_02883_,3.145
_03754_,3.145
_00073_,3.13
_00083_,3.13
_00363_,3.13
_00376_,3.13
_00389_,3.13
_10531_,3.13
_00597_,3.125
_00880_,3.125
_01084_,3.125
_01159_,3.125
_02157_,3.125
_02420_,3.125
_02696_,3.125
_02760_,3.125
_03267_,3.125
_03490_,3.125
_03503_,3.125
_03798_,3.125
_03829_,3.125
_01291_,3.11
_00044_,3.1
_01295_,3.1
_01650_,3.1
_02460_,3.1
_05052_,3.1
_05442_,3.1
_05648_,3.1
_05654_,3.1
_05756_,3.1
_06515_,3.1
_06976_,3.1
_07687_,3.1
_07942_,3.1
_07954_,3.1
_07976_,3.1
_08000_,3.1
_08043_,3.1
_08108_,3.1
_08454_,3.1
_08655_,3.1
_08665_,3.1
_09195_,3.1
_09366_,3.1
_09545_,3.1
_09637_,3.1
_09718_,3.1
_09901_,3.1
_10135_,3.1
_10159_,3.1
_10288_,3.1
_10368_,3.1
_10566_,3.1
_10781_,3.1
_11032_,3.1
_11599_,3.1
_11910_,3.1
_13131_,3.1
_13747_,3.1
u_sram.mem\[11\]\[0\],3.1
u_sram.mem\[52\]\[30\],3.1
u_sram.mem\[60\]\[5\],3.1
_00026_,3.08
_00036_,3.08
_00647_,3.08
_00795_,3.08
_00840_,3.08
_00853_,3.08
_01023_,3.08
_01071_,3.08
_01416_,3.08
_01623_,3.08
_01649_,3.08
_01733_,3.08
_01786_,3.08
_02021_,3.08
_02222_,3.08
_02661_,3.08
_02737_,3.08
_03022_,3.08
_03024_,3.08
_03065_,3.08
_03067_,3.08
_03110_,3.08
_03201_,3.08
_03337_,3.08
_03392_,3.08
_03445_,3.08
_03448_,3.08
_03647_,3.08
_03791_,3.08
_03876_,3.08
_03907_,3.08
_03937_,3.08
_03944_,3.08
_03983_,3.08
_04054_,3.08
_04072_,3.08
_04178_,3.08
_04262_,3.08
_04289_,3.08
_04469_,3.08
_04577_,3.08
_04978_,3.08
_05357_,3.08
_05458_,3.08
_05508_,3.08
_05536_,3.08
_05997_,3.08
_06404_,3.08
_06455_,3.08
_06595_,3.08
_07435_,3.08
_07442_,3.08
_07706_,3.08
_07984_,3.08
_08005_,3.08
_08126_,3.08
_08503_,3.08
_08524_,3.08
_08638_,3.08
_08760_,3.08
_08803_,3.08
_09058_,3.08
_09123_,3.08
_09143_,3.08
_09623_,3.08
_09672_,3.08
_09699_,3.08
_09875_,3.08
_09881_,3.08
_09919_,3.08
_10156_,3.08
_10404_,3.08
_10747_,3.08
_11147_,3.08
_11466_,3.08
_11874_,3.08
_11943_,3.08
_11958_,3.08
_12214_,3.08
_12274_,3.08
_12283_,3.08
_13085_,3.08
_13344_,3.08
_13495_,3.08
_13541_,3.08
_14093_,3.08
_14304_,3.08
_14445_,3.08
_14513_,3.08
cpu_mem_addr\[16\],3.08
cpu_mem_wdata\[11\],3.08
cpu_mem_wdata\[29\],3.08
u_cpu.count_instr\[13\],3.08
u_cpu.mem_rdata_q\[8\],3.08
u_cpu.mem_rdata_q\[9\],3.08
u_cpu.reg_next_pc\[13\],3.08
u_cpu.reg_next_pc\[31\],3.08
u_cpu.reg_next_pc\[8\],3.08
u_cpu.reg_out\[6\],3.08
u_cpu.reg_sh\[2\],3.08
u_cpu.reg_sh\[3\],3.08
u_interconnect.m_axi_araddr\[19\],3.08
u_interconnect.m_axi_awaddr\[10\],3.08
u_interconnect.m_axi_awaddr\[18\],3.08
u_interconnect.m_axi_awaddr\[19\],3.08
u_interconnect.s0_axi_rdata\[12\],3.08
u_interconnect.s0_axi_rdata\[2\],3.08
u_interconnect.s1_axi_rdata\[3\],3.08
u_interconnect.s1_axi_rdata\[8\],3.08
u_sram.mem\[10\]\[0\],3.08
u_sram.mem\[10\]\[24\],3.08
u_sram.mem\[16\]\[2\],3.08
u_sram.mem\[16\]\[4\],3.08
u_sram.mem\[20\]\[10\],3.08
u_sram.mem\[20\]\[30\],3.08
u_sram.mem\[21\]\[25\],3.08
u_sram.mem\[22\]\[16\],3.08
u_sram.mem\[22\]\[1\],3.08
u_sram.mem\[22\]\[31\],3.08
u_sram.mem\[23\]\[31\],3.08
u_sram.mem\[23\]\[4\],3.08
u_sram.mem\[23\]\[5\],3.08
u_sram.mem\[23\]\[7\],3.08
u_sram.mem\[28\]\[1\],3.08
u_sram.mem\[28\]\[6\],3.08
u_sram.mem\[31\]\[5\],3.08
u_sram.mem\[33\]\[23\],3.08
u_sram.mem\[34\]\[13\],3.08
u_sram.mem\[34\]\[23\],3.08
u_sram.mem\[35\]\[18\],3.08
u_sram.mem\[46\]\[17\],3.08
u_sram.mem\[46\]\[23\],3.08
u_sram.mem\[47\]\[6\],3.08
u_sram.mem\[50\]\[28\],3.08
u_sram.mem\[52\]\[5\],3.08
u_sram.mem\[53\]\[4\],3.08
u_sram.mem\[53\]\[8\],3.08
u_sram.mem\[54\]\[5\],3.08
u_sram.mem\[5\]\[11\],3.08
u_sram.mem\[5\]\[12\],3.08
u_sram.mem\[5\]\[5\],3.08
u_sram.mem\[60\]\[1\],3.08
u_sram.mem\[61\]\[2\],3.08
u_sram.mem\[63\]\[24\],3.08
u_sram.mem\[6\]\[16\],3.08
u_sram.mem\[6\]\[3\],3.08
u_sram.mem\[7\]\[11\],3.08
u_uart.buf_data\[6\],3.08
net461,3.08
net873,3.08
net1069,3.08
net1201,3.08
net1358,3.08
net1383,3.08
net1603,3.08
net2080,3.08
net2176,3.08
net2326,3.08
net2556,3.08
net2570,3.08
net2588,3.08
net2859,3.08
net3090,3.08
net3233,3.08
net3302,3.08
net3496,3.08
net3536,3.08
net4655,3.08
net4804,3.08
net5189,3.08
net5283,3.08
net5435,3.08
_01429_,3.06
_03044_,3.06
_03112_,3.06
u_cpu.reg_out\[13\],3.06
u_sram.mem\[6\]\[0\],3.06
_00944_,3.055
_01611_,3.055
_02471_,3.055
_02500_,3.055
_03467_,3.055
_03609_,3.055
_00476_,3.045
_00664_,3.045
_00729_,3.045
_01255_,3.045
_01331_,3.045
_01359_,3.045
_01372_,3.045
_01432_,3.045
_02244_,3.045
_02252_,3.045
_02355_,3.045
_03376_,3.045
_03749_,3.045
_04203_,3.045
net1599,3.045
_00279_,3.03
_00282_,3.03
_00311_,3.03
_00367_,3.03
_01275_,3.01
_00444_,3.005
_00488_,3.005
_00679_,3.005
_00727_,3.005
_00988_,3.005
_01202_,3.005
_01208_,3.005
_01213_,3.005
_01323_,3.005
_01329_,3.005
_01354_,3.005
_01482_,3.005
_01661_,3.005
_01672_,3.005
_01917_,3.005
_01933_,3.005
_01967_,3.005
_01971_,3.005
_01995_,3.005
_02007_,3.005
_02011_,3.005
_02015_,3.005
_02167_,3.005
_02332_,3.005
_02346_,3.005
_02422_,3.005
_02486_,3.005
_02487_,3.005
_02504_,3.005
_02798_,3.005
_02875_,3.005
_03217_,3.005
_03224_,3.005
_03226_,3.005
_03229_,3.005
_03286_,3.005
_03292_,3.005
_03294_,3.005
_03295_,3.005
_03432_,3.005
_03463_,3.005
_03470_,3.005
_03560_,3.005
_03635_,3.005
_03637_,3.005
_03672_,3.005
_03674_,3.005
_03697_,3.005
_03710_,3.005
_03884_,3.005
_04225_,3.005
net1515,3.005
net2180,3.005
_01594_,2.98
_02731_,2.98
_03335_,2.98
_03857_,2.98
_05293_,2.98
_05878_,2.98
_06150_,2.98
_06473_,2.98
_06536_,2.98
_07859_,2.98
_08183_,2.98
_08880_,2.98
_08901_,2.98
_09422_,2.98
_13557_,2.98
u_sram.mem\[23\]\[11\],2.98
net1574,2.98
_00173_,2.96
_03109_,2.96
_04465_,2.96
_04582_,2.96
_04781_,2.96
_04803_,2.96
_05029_,2.96
_05094_,2.96
_05109_,2.96
_05158_,2.96
_05193_,2.96
_05206_,2.96
_05507_,2.96
_05549_,2.96
_05936_,2.96
_06280_,2.96
_06343_,2.96
_06427_,2.96
_06511_,2.96
_06522_,2.96
_06576_,2.96
_06668_,2.96
_06784_,2.96
_06786_,2.96
_06817_,2.96
_07678_,2.96
_07731_,2.96
_08455_,2.96
_08519_,2.96
_08576_,2.96
_08820_,2.96
_08919_,2.96
_09213_,2.96
_09357_,2.96
_09386_,2.96
_09475_,2.96
_09607_,2.96
_09642_,2.96
_09646_,2.96
_09690_,2.96
_09779_,2.96
_09845_,2.96
_09872_,2.96
_10175_,2.96
_10176_,2.96
_10339_,2.96
_10588_,2.96
_10592_,2.96
_11200_,2.96
_11401_,2.96
_11757_,2.96
_12006_,2.96
_13793_,2.96
_13948_,2.96
_14045_,2.96
_14130_,2.96
_14136_,2.96
_14418_,2.96
_14535_,2.96
u_sram.mem\[52\]\[8\],2.96
u_sram.mem\[55\]\[8\],2.96
u_uart.u_rx.shift_reg\[4\],2.96
net124,2.96
net2614,2.96
net3465,2.96
net4552,2.96
net5256,2.96
net5401,2.96
_01881_,2.945
_00943_,2.94
_10148_,2.94
_01131_,2.935
_01896_,2.895
_03598_,2.895
net4884,2.895
_00070_,2.89
_00176_,2.89
_00425_,2.885
_00463_,2.885
_00543_,2.885
_00601_,2.885
_00720_,2.885
_00738_,2.885
_00949_,2.885
_01015_,2.885
_01106_,2.885
_01219_,2.885
_01390_,2.885
_01436_,2.885
_01471_,2.885
_01551_,2.885
_01591_,2.885
_01671_,2.885
_02068_,2.885
_02106_,2.885
_02181_,2.885
_02326_,2.885
_02357_,2.885
_02398_,2.885
_03266_,2.885
_03384_,2.885
_03469_,2.885
_03476_,2.885
_03506_,2.885
_03616_,2.885
_03659_,2.885
_03750_,2.885
_04024_,2.885
_04215_,2.885
net1578,2.885
net4422,2.885
_00888_,2.88
_00903_,2.88
_01945_,2.88
net2108,2.88
_00483_,2.86
_00491_,2.86
_00550_,2.86
_01006_,2.86
_01190_,2.86
_01226_,2.86
_01242_,2.86
_02119_,2.86
_02337_,2.86
_02535_,2.86
_03288_,2.86
_03539_,2.86
_03679_,2.86
_03685_,2.86
_03718_,2.86
_04086_,2.86
_04199_,2.86
_04202_,2.86
_04620_,2.86
_04633_,2.86
_06039_,2.86
_06048_,2.86
_06733_,2.86
_08081_,2.86
_08407_,2.86
_09555_,2.86
_09681_,2.86
_10270_,2.86
_11016_,2.86
_11021_,2.86
_11275_,2.86
_11406_,2.86
_11620_,2.86
_11630_,2.86
_11651_,2.86
_11652_,2.86
_11843_,2.86
_11959_,2.86
_12169_,2.86
_12213_,2.86
_14048_,2.86
_14111_,2.86
_14543_,2.86
net70,2.86
net91,2.86
net111,2.86
net164,2.86
net191,2.86
net283,2.86
net304,2.86
net315,2.86
net338,2.86
net356,2.86
net371,2.86
net376,2.86
net379,2.86
net403,2.86
net421,2.86
net485,2.86
net492,2.86
net602,2.86
net679,2.86
net850,2.86
net854,2.86
net1023,2.86
net1094,2.86
net1162,2.86
net1281,2.86
net1405,2.86
net1410,2.86
net1420,2.86
net1423,2.86
net1615,2.86
net1674,2.86
net1693,2.86
net1697,2.86
net1903,2.86
net1909,2.86
net1948,2.86
net1999,2.86
net2013,2.86
net2042,2.86
net2122,2.86
net2217,2.86
net2240,2.86
net2259,2.86
net2292,2.86
net2315,2.86
net2471,2.86
net2496,2.86
net2605,2.86
net2797,2.86
net2909,2.86
net2949,2.86
net3020,2.86
net3041,2.86
net3098,2.86
net3102,2.86
net3128,2.86
net3143,2.86
net3292,2.86
net3758,2.86
net3765,2.86
net3804,2.86
net3882,2.86
net4029,2.86
net4046,2.86
net4058,2.86
net4245,2.86
net5430,2.86
_00100_,2.84
_00148_,2.84
_00189_,2.84
_00210_,2.84
_00300_,2.84
_00317_,2.84
_00360_,2.84
_00393_,2.84
_00400_,2.84
_00412_,2.84
_01854_,2.84
_01856_,2.84
_05100_,2.84
_05943_,2.84
_06903_,2.84
_08449_,2.84
_08669_,2.84
_09654_,2.84
_11828_,2.84
_12248_,2.84
net1326,2.84
net1809,2.84
net4741,2.84
_01105_,2.835
_02329_,2.835
_02606_,2.835
_03441_,2.835
_04196_,2.835
_03516_,2.82
_00439_,2.785
_00441_,2.785
_00443_,2.785
_00498_,2.785
_00547_,2.785
_00599_,2.785
_00665_,2.785
_00667_,2.785
_00674_,2.785
_00905_,2.785
_01002_,2.785
_01104_,2.785
_01203_,2.785
_01244_,2.785
_01313_,2.785
_01397_,2.785
_01476_,2.785
_01538_,2.785
_01572_,2.785
_01603_,2.785
_01682_,2.785
_01683_,2.785
_01697_,2.785
_01869_,2.785
_01872_,2.785
_01923_,2.785
_01972_,2.785
_01990_,2.785
_01994_,2.785
_02048_,2.785
_02058_,2.785
_02111_,2.785
_02251_,2.785
_02283_,2.785
_02351_,2.785
_02372_,2.785
_02375_,2.785
_02415_,2.785
_02458_,2.785
_02488_,2.785
_02519_,2.785
_02599_,2.785
_02616_,2.785
_02623_,2.785
_02625_,2.785
_02626_,2.785
_02852_,2.785
_02918_,2.785
_02923_,2.785
_03016_,2.785
_03222_,2.785
_03239_,2.785
_03315_,2.785
_03345_,2.785
_03353_,2.785
_03355_,2.785
_03418_,2.785
_03558_,2.785
_03632_,2.785
_03847_,2.785
_03869_,2.785
_04104_,2.785
_04216_,2.785
_04218_,2.785
net2672,2.785
net4488,2.785
net5014,2.785
net88,2.775
_00243_,2.77
_00319_,2.77
_00399_,2.77
_02062_,2.765
_01545_,2.76
_04637_,2.76
_04708_,2.76
_05125_,2.76
_05491_,2.76
_05506_,2.76
_05664_,2.76
_07071_,2.76
_07117_,2.76
_07124_,2.76
_07773_,2.76
_08214_,2.76
_08253_,2.76
_08387_,2.76
_08422_,2.76
_09547_,2.76
_10107_,2.76
_10154_,2.76
_10545_,2.76
_10877_,2.76
_10977_,2.76
_11338_,2.76
_11858_,2.76
_11899_,2.76
_14444_,2.76
net706,2.76
net1267,2.76
net1403,2.76
net1582,2.76
net2443,2.76
net2786,2.76
net2840,2.76
net3521,2.76
net3711,2.76
net3722,2.76
net3869,2.76
net4313,2.76
net4550,2.76
_00258_,2.74
_00776_,2.74
_00802_,2.74
_00816_,2.74
_00817_,2.74
_01849_,2.74
_04060_,2.74
_05058_,2.74
_07028_,2.74
_08060_,2.74
_10369_,2.74
_11938_,2.74
net597,2.74
net2150,2.74
net3063,2.74
net3379,2.74
net3714,2.74
net5371,2.74
net5426,2.74
_00213_,2.72
_03699_,2.72
_09129_,2.72
_13856_,2.72
_14466_,2.72
u_interconnect.m_axi_araddr\[12\],2.72
net3144,2.72
_00718_,2.715
_00740_,2.715
_00909_,2.715
_01206_,2.715
_01216_,2.715
_01253_,2.715
_01263_,2.715
_01265_,2.715
_01344_,2.715
_01345_,2.715
_01349_,2.715
_01565_,2.715
_01577_,2.715
_01669_,2.715
_02182_,2.715
_02287_,2.715
_02303_,2.715
_02328_,2.715
_02352_,2.715
_02452_,2.715
_02496_,2.715
_02522_,2.715
_02550_,2.715
_02727_,2.715
_02733_,2.715
_02759_,2.715
_02831_,2.715
_02862_,2.715
_02907_,2.715
_02976_,2.715
_03215_,2.715
_03216_,2.715
_03457_,2.715
_03465_,2.715
_03662_,2.715
_03675_,2.715
_03748_,2.715
_03761_,2.715
_03767_,2.715
_03785_,2.715
net1373,2.715
_00075_,2.69
_00076_,2.69
_00395_,2.69
_10693_,2.68
_00062_,2.67
_00199_,2.67
_00215_,2.67
_00290_,2.67
_00351_,2.67
_02003_,2.665
_02260_,2.665
_02484_,2.665
_00496_,2.64
_00767_,2.64
_01279_,2.64
_01469_,2.64
_01655_,2.64
_01738_,2.64
_04073_,2.64
_04963_,2.64
_05866_,2.64
_06493_,2.64
_06528_,2.64
_07479_,2.64
_07751_,2.64
_08046_,2.64
_08086_,2.64
_08133_,2.64
_08140_,2.64
_08310_,2.64
_08613_,2.64
_08707_,2.64
_08720_,2.64
_09010_,2.64
_09247_,2.64
_09375_,2.64
_09694_,2.64
_09805_,2.64
_10153_,2.64
_10434_,2.64
_10438_,2.64
_10645_,2.64
_10688_,2.64
_10870_,2.64
_10945_,2.64
_10949_,2.64
_10981_,2.64
_11181_,2.64
_11540_,2.64
_11568_,2.64
_11689_,2.64
_11750_,2.64
_11800_,2.64
_12186_,2.64
_12235_,2.64
u_cpu.decoded_imm\[0\],2.64
u_cpu.mem_rdata_q\[2\],2.64
u_sram.mem\[23\]\[3\],2.64
u_sram.mem\[24\]\[5\],2.64
u_sram.mem\[58\]\[10\],2.64
u_sram.mem\[58\]\[14\],2.64
u_sram.mem\[58\]\[5\],2.64
net3603,2.64
net5048,2.64
_00159_,2.62
_00686_,2.62
_00687_,2.62
_00698_,2.62
_00756_,2.62
_00783_,2.62
_00826_,2.62
_00831_,2.62
_00862_,2.62
_00868_,2.62
_01027_,2.62
_01033_,2.62
_01307_,2.62
_01457_,2.62
_01466_,2.62
_01502_,2.62
_01635_,2.62
_01749_,2.62
_01750_,2.62
_01852_,2.62
_01855_,2.62
_01860_,2.62
_01901_,2.62
_02146_,2.62
_02150_,2.62
_02152_,2.62
_02174_,2.62
_02188_,2.62
_02189_,2.62
_02213_,2.62
_02792_,2.62
_02813_,2.62
_02853_,2.62
_02868_,2.62
_02873_,2.62
_02909_,2.62
_02921_,2.62
_03011_,2.62
_03025_,2.62
_03093_,2.62
_03103_,2.62
_03117_,2.62
_03126_,2.62
_03157_,2.62
_03175_,2.62
_03177_,2.62
_03687_,2.62
_03737_,2.62
_03841_,2.62
_03926_,2.62
_03927_,2.62
_03943_,2.62
_03996_,2.62
_04113_,2.62
_04121_,2.62
_04122_,2.62
_04127_,2.62
_04183_,2.62
_04186_,2.62
_04241_,2.62
_04555_,2.62
_04843_,2.62
_04877_,2.62
_04955_,2.62
_05190_,2.62
_05221_,2.62
_05528_,2.62
_06166_,2.62
_06175_,2.62
_06662_,2.62
_06756_,2.62
_06776_,2.62
_06781_,2.62
_06822_,2.62
_06829_,2.62
_06887_,2.62
_07060_,2.62
_07092_,2.62
_07374_,2.62
_07383_,2.62
_07398_,2.62
_07416_,2.62
_07760_,2.62
_07907_,2.62
_08069_,2.62
_08074_,2.62
_08117_,2.62
_08121_,2.62
_08129_,2.62
_08150_,2.62
_08177_,2.62
_08360_,2.62
_08403_,2.62
_08526_,2.62
_08650_,2.62
_09103_,2.62
_09332_,2.62
_09465_,2.62
_09579_,2.62
_09933_,2.62
_10047_,2.62
_10064_,2.62
_10742_,2.62
_10783_,2.62
_10954_,2.62
_11039_,2.62
_11391_,2.62
_11451_,2.62
_11975_,2.62
_13875_,2.62
_14103_,2.62
_14544_,2.62
_14572_,2.62
u_cpu.count_cycle\[27\],2.62
u_cpu.count_instr\[4\],2.62
u_cpu.cpu_state\[0\],2.62
u_cpu.mem_do_rdata,2.62
u_cpu.mem_rdata_q\[0\],2.62
u_cpu.pcpi_rs1\[24\],2.62
u_cpu.reg_next_pc\[15\],2.62
u_cpu.reg_next_pc\[2\],2.62
u_cpu.reg_next_pc\[5\],2.62
u_interconnect.m_axi_awaddr\[22\],2.62
u_interconnect.m_axi_awaddr\[30\],2.62
u_interconnect.s1_axi_rdata\[0\],2.62
u_sram.mem\[0\]\[13\],2.62
u_sram.mem\[0\]\[7\],2.62
u_sram.mem\[0\]\[9\],2.62
u_sram.mem\[10\]\[13\],2.62
u_sram.mem\[10\]\[4\],2.62
u_sram.mem\[10\]\[9\],2.62
u_sram.mem\[12\]\[0\],2.62
u_sram.mem\[16\]\[3\],2.62
u_sram.mem\[20\]\[13\],2.62
u_sram.mem\[20\]\[14\],2.62
u_sram.mem\[21\]\[11\],2.62
u_sram.mem\[21\]\[17\],2.62
u_sram.mem\[21\]\[26\],2.62
u_sram.mem\[21\]\[31\],2.62
u_sram.mem\[21\]\[5\],2.62
u_sram.mem\[23\]\[24\],2.62
u_sram.mem\[26\]\[2\],2.62
u_sram.mem\[26\]\[6\],2.62
u_sram.mem\[2\]\[9\],2.62
u_sram.mem\[31\]\[8\],2.62
u_sram.mem\[36\]\[5\],2.62
u_sram.mem\[36\]\[8\],2.62
u_sram.mem\[44\]\[4\],2.62
u_sram.mem\[52\]\[15\],2.62
u_sram.mem\[52\]\[6\],2.62
u_sram.mem\[55\]\[5\],2.62
u_sram.mem\[56\]\[7\],2.62
u_sram.mem\[59\]\[25\],2.62
u_sram.mem\[59\]\[3\],2.62
u_sram.mem\[5\]\[23\],2.62
u_sram.mem\[5\]\[24\],2.62
u_sram.mem\[5\]\[8\],2.62
u_sram.mem\[60\]\[6\],2.62
u_sram.mem\[60\]\[7\],2.62
u_sram.mem\[62\]\[4\],2.62
u_sram.mem\[63\]\[6\],2.62
u_sram.mem\[6\]\[5\],2.62
u_sram.mem\[9\]\[6\],2.62
u_sram.mem\[9\]\[7\],2.62
u_uart.buf_data\[3\],2.62
u_uart.tx_data\[0\],2.62
u_uart.w_got,2.62
net1013,2.62
net1123,2.62
net1880,2.62
net2033,2.62
net2034,2.62
net2330,2.62
net2406,2.62
net2655,2.62
net3372,2.62
net3850,2.62
net3912,2.62
net3978,2.62
net4051,2.62
net4117,2.62
net4979,2.62
net5227,2.62
net5377,2.62
net5381,2.62
_00430_,2.595
_00592_,2.595
_00734_,2.595
_01381_,2.595
_02279_,2.595
_02509_,2.595
_02598_,2.595
_02600_,2.595
_02839_,2.595
_03571_,2.595
_03739_,2.595
_03747_,2.595
net4570,2.595
_00493_,2.585
_00732_,2.585
_00885_,2.585
_00967_,2.585
_01233_,2.585
_01387_,2.585
_01571_,2.585
_01704_,2.585
_01715_,2.585
_01973_,2.585
_02037_,2.585
_02120_,2.585
_02274_,2.585
_02309_,2.585
_02359_,2.585
_02594_,2.585
_02954_,2.585
_03380_,2.585
_03820_,2.585
_04029_,2.585
_04207_,2.585
_04260_,2.585
net1253,2.585
_00418_,2.545
_00445_,2.545
_00470_,2.545
_00471_,2.545
_00477_,2.545
_00487_,2.545
_00489_,2.545
_00531_,2.545
_00656_,2.545
_00708_,2.545
_00711_,2.545
_00958_,2.545
_00965_,2.545
_01309_,2.545
_01310_,2.545
_01434_,2.545
_01477_,2.545
_01554_,2.545
_01601_,2.545
_01613_,2.545
_01657_,2.545
_01664_,2.545
_01686_,2.545
_01692_,2.545
_01694_,2.545
_01722_,2.545
_01951_,2.545
_02057_,2.545
_02071_,2.545
_02126_,2.545
_02257_,2.545
_02267_,2.545
_02268_,2.545
_02276_,2.545
_02292_,2.545
_02324_,2.545
_02378_,2.545
_02467_,2.545
_02495_,2.545
_02542_,2.545
_02641_,2.545
_02649_,2.545
_02687_,2.545
_02730_,2.545
_02774_,2.545
_02848_,2.545
_02888_,2.545
_02943_,2.545
_03235_,2.545
_03284_,2.545
_03285_,2.545
_03297_,2.545
_03300_,2.545
_03312_,2.545
_03397_,2.545
_03524_,2.545
_03604_,2.545
_03624_,2.545
_03661_,2.545
_03765_,2.545
_03781_,2.545
_04027_,2.545
_04200_,2.545
_04205_,2.545
net1121,2.54
net3037,2.54
_01300_,2.52
_01546_,2.52
_02474_,2.52
_05033_,2.52
_06588_,2.52
_06617_,2.52
_06995_,2.52
_08980_,2.52
_09368_,2.52
_09633_,2.52
_09754_,2.52
_10114_,2.52
_13974_,2.52
_14365_,2.52
_14451_,2.52
u_cpu.reg_out\[8\],2.52
_00039_,2.5
_00058_,2.5
_00097_,2.5
_00306_,2.5
_00860_,2.5
_01170_,2.5
_02381_,2.5
_04612_,2.5
_05443_,2.5
_05481_,2.5
_05786_,2.5
_06050_,2.5
_06057_,2.5
_06403_,2.5
_06606_,2.5
_06609_,2.5
_06618_,2.5
_06640_,2.5
_07133_,2.5
_07633_,2.5
_07784_,2.5
_07973_,2.5
_08029_,2.5
_08159_,2.5
_08440_,2.5
_08446_,2.5
_08502_,2.5
_08644_,2.5
_08812_,2.5
_08950_,2.5
_09209_,2.5
_09470_,2.5
_09802_,2.5
_09829_,2.5
_09854_,2.5
_10256_,2.5
_10289_,2.5
_10361_,2.5
_10460_,2.5
_10958_,2.5
_11128_,2.5
_11219_,2.5
_11267_,2.5
_11284_,2.5
_11583_,2.5
_11737_,2.5
_13561_,2.5
_13627_,2.5
_14214_,2.5
_14559_,2.5
u_interconnect.s0_axi_rdata\[3\],2.5
u_interconnect.s1_axi_rvalid,2.5
u_sram.mem\[30\]\[30\],2.5
u_sram.mem\[50\]\[27\],2.5
net45,2.5
net2961,2.5
net2982,2.5
net3145,2.5
net3359,2.5
net3479,2.5
net4799,2.5
net5277,2.5
net5297,2.5
_02228_,2.495
u_cpu.alu_out\[21\],2.495
_08766_,2.48
_01836_,2.465
_00689_,2.435
_00285_,2.43
_00379_,2.43
_02939_,2.425
_05665_,2.4
_05975_,2.4
_06016_,2.4
_06022_,2.4
_06038_,2.4
_06747_,2.4
_07521_,2.4
_07625_,2.4
_07806_,2.4
_08154_,2.4
_08659_,2.4
_09808_,2.4
_09980_,2.4
_10275_,2.4
_11001_,2.4
_11274_,2.4
_11397_,2.4
_11578_,2.4
_11730_,2.4
_11821_,2.4
_11957_,2.4
_12008_,2.4
_13317_,2.4
_13835_,2.4
net38,2.4
net510,2.4
net836,2.4
net855,2.4
net1064,2.4
net1125,2.4
net1504,2.4
net1609,2.4
net1692,2.4
net2073,2.4
net2316,2.4
net2347,2.4
net2546,2.4
net2714,2.4
net2732,2.4
net2779,2.4
net3022,2.4
net3054,2.4
net3254,2.4
net3274,2.4
net3470,2.4
net3485,2.4
net3623,2.4
net3624,2.4
net3654,2.4
net3815,2.4
net4061,2.4
net4084,2.4
net4623,2.4
_00109_,2.38
_00126_,2.38
_00135_,2.38
_00149_,2.38
_00198_,2.38
_00214_,2.38
_00226_,2.38
_00234_,2.38
_00235_,2.38
_00239_,2.38
_00248_,2.38
_00263_,2.38
_00264_,2.38
_00287_,2.38
_00297_,2.38
_00326_,2.38
_00352_,2.38
_00356_,2.38
_00370_,2.38
_00378_,2.38
_00408_,2.38
_00409_,2.38
_02402_,2.38
_03631_,2.38
_06845_,2.38
_07777_,2.38
net4568,2.38
_00424_,2.375
_01218_,2.375
_01746_,2.375
_02176_,2.375
_02214_,2.375
_02284_,2.375
_02447_,2.375
_02459_,2.375
_02491_,2.375
_02545_,2.375
_02546_,2.375
_02563_,2.375
_03002_,2.375
_03460_,2.375
_03641_,2.375
_13120_,2.375
net265,2.375
net2415,2.375
_00426_,2.325
_00428_,2.325
_00446_,2.325
_00447_,2.325
_00519_,2.325
_00526_,2.325
_00551_,2.325
_00556_,2.325
_00557_,2.325
_00558_,2.325
_00589_,2.325
_00594_,2.325
_00641_,2.325
_00645_,2.325
_00660_,2.325
_00666_,2.325
_00681_,2.325
_00690_,2.325
_00692_,2.325
_00693_,2.325
_00744_,2.325
_00752_,2.325
_00910_,2.325
_00961_,2.325
_01115_,2.325
_01117_,2.325
_01129_,2.325
_01161_,2.325
_01164_,2.325
_01207_,2.325
_01212_,2.325
_01250_,2.325
_01251_,2.325
_01308_,2.325
_01350_,2.325
_01540_,2.325
_01541_,2.325
_01544_,2.325
_01585_,2.325
_01589_,2.325
_01631_,2.325
_01659_,2.325
_01707_,2.325
_01712_,2.325
_01909_,2.325
_01911_,2.325
_01997_,2.325
_02001_,2.325
_02040_,2.325
_02060_,2.325
_02076_,2.325
_02090_,2.325
_02097_,2.325
_02241_,2.325
_02277_,2.325
_02278_,2.325
_02358_,2.325
_02457_,2.325
_02485_,2.325
_02516_,2.325
_02544_,2.325
_02571_,2.325
_02577_,2.325
_02596_,2.325
_02607_,2.325
_02612_,2.325
_02617_,2.325
_02635_,2.325
_02667_,2.325
_02703_,2.325
_02724_,2.325
_02844_,2.325
_02856_,2.325
_02910_,2.325
_02963_,2.325
_02986_,2.325
_02995_,2.325
_03241_,2.325
_03263_,2.325
_03269_,2.325
_03291_,2.325
_03293_,2.325
_03309_,2.325
_03323_,2.325
_03351_,2.325
_03354_,2.325
_03403_,2.325
_03421_,2.325
_03435_,2.325
_03439_,2.325
