net,length_um
_04402_,12.34
_06706_,12.34
_07236_,12.34
_09832_,12.34
_10468_,12.34
u_cpu.cpuregs\[0\]\[12\],12.34
u_cpu.cpuregs\[12\]\[5\],12.34
u_cpu.cpuregs\[16\]\[0\],12.34
u_cpu.cpuregs\[18\]\[27\],12.34
u_cpu.cpuregs\[2\]\[21\],12.34
u_sram.mem\[57\]\[11\],12.34
net328,12.34
net737,12.34
net1191,12.34
net2357,12.34
net2723,12.34
net3796,12.34
net4990,12.34
net5372,12.34
u_sram.mem\[9\]\[17\],12.33
net1815,12.325
_05060_,12.32
_08181_,12.32
_11564_,12.32
u_cpu.cpuregs\[20\]\[15\],12.32
u_cpu.cpuregs\[28\]\[15\],12.32
net1660,12.32
net3134,12.32
_13075_,12.315
_03386_,12.305
_00854_,12.3
u_cpu.cpuregs\[8\]\[5\],12.3
u_interconnect.m_axi_awaddr\[24\],12.3
net15,12.3
_04901_,12.28
_10819_,12.28
_11225_,12.28
_13156_,12.28
cpu_mem_wdata\[19\],12.28
cpu_mem_wdata\[6\],12.28
u_cpu.cpuregs\[16\]\[25\],12.28
u_sram.mem\[33\]\[10\],12.28
u_sram.mem\[5\]\[28\],12.28
net2089,12.28
net3790,12.28
net4977,12.28
_01404_,12.26
_08666_,12.26
_09675_,12.26
_11211_,12.26
_13713_,12.26
u_cpu.cpuregs\[28\]\[18\],12.26
u_sram.mem\[25\]\[10\],12.26
u_sram.mem\[39\]\[8\],12.26
u_sram.mem\[40\]\[10\],12.26
u_sram.mem\[54\]\[29\],12.26
_07685_,12.24
_07749_,12.24
_09864_,12.24
_10412_,12.24
_10600_,12.24
_11346_,12.24
_13195_,12.24
_13976_,12.24
u_cpu.count_cycle\[23\],12.24
u_sram.mem\[11\]\[27\],12.24
u_sram.mem\[29\]\[11\],12.24
u_sram.mem\[60\]\[19\],12.24
net2273,12.24
net3110,12.24
net906,12.225
_01423_,12.22
_06492_,12.22
_06772_,12.22
_09601_,12.22
_10522_,12.22
_10647_,12.22
_12044_,12.22
u_cpu.count_cycle\[12\],12.22
u_cpu.cpuregs\[1\]\[7\],12.22
u_cpu.cpuregs\[8\]\[19\],12.22
u_sram.mem\[27\]\[5\],12.22
u_sram.mem\[59\]\[21\],12.22
u_sram.mem\[59\]\[22\],12.22
net1936,12.22
net1683,12.215
net4869,12.205
_02354_,12.2
_03006_,12.2
_04515_,12.2
_06562_,12.2
_06658_,12.2
_07164_,12.2
_13169_,12.2
u_cpu.cpuregs\[31\]\[7\],12.2
u_sram.mem\[19\]\[11\],12.2
u_sram.mem\[32\]\[24\],12.2
net203,12.2
net876,12.2
net1776,12.2
net4069,12.2
net4114,12.2
net4237,12.2
_04875_,12.18
_04961_,12.18
_09409_,12.18
cpu_mem_wdata\[12\],12.18
u_sram.mem\[42\]\[27\],12.18
net4709,12.18
_00485_,12.165
_01702_,12.165
_03443_,12.165
net406,12.165
net1293,12.165
_00829_,12.16
_04650_,12.16
_08381_,12.16
_11008_,12.16
_11738_,12.16
_11922_,12.16
_13524_,12.16
_13597_,12.16
u_sram.mem\[20\]\[20\],12.16
u_sram.mem\[6\]\[1\],12.16
net2373,12.16
net3548,12.16
net3747,12.16
net4823,12.16
_09935_,12.14
_11218_,12.14
_12078_,12.14
_14452_,12.14
u_sram.mem\[17\]\[29\],12.14
u_sram.mem\[51\]\[31\],12.14
net1573,12.14
net2631,12.14
net3585,12.14
_07897_,12.12
_08323_,12.12
_10435_,12.12
_11258_,12.12
_13579_,12.12
u_cpu.cpuregs\[1\]\[15\],12.12
u_cpu.cpuregs\[22\]\[2\],12.12
u_cpu.cpuregs\[4\]\[6\],12.12
u_sram.mem\[52\]\[21\],12.12
u_sram.mem\[60\]\[17\],12.12
u_sram.mem\[9\]\[3\],12.12
net123,12.12
net3311,12.12
net3595,12.12
net4060,12.12
_04381_,12.1
_05223_,12.1
_10127_,12.1
_11508_,12.1
_13868_,12.1
u_cpu.cpuregs\[29\]\[28\],12.1
u_sram.mem\[21\]\[8\],12.1
u_sram.mem\[23\]\[22\],12.1
u_sram.mem\[30\]\[18\],12.1
u_sram.mem\[36\]\[26\],12.1
u_sram.mem\[53\]\[3\],12.1
u_sram.mem\[7\]\[14\],12.1
net636,12.1
net1500,12.095
net1135,12.09
net4199,12.085
_05081_,12.08
_05496_,12.08
_06233_,12.08
_08678_,12.08
_11983_,12.08
_14370_,12.08
u_cpu.cpuregs\[26\]\[19\],12.08
u_cpu.cpuregs\[6\]\[17\],12.08
u_sram.mem\[42\]\[28\],12.08
net388,12.08
net805,12.08
net1379,12.08
net2343,12.08
net3829,12.08
_07809_,12.06
_08983_,12.06
_10626_,12.06
_10800_,12.06
cpu_mem_wdata\[2\],12.06
u_sram.mem\[11\]\[6\],12.06
u_sram.mem\[46\]\[26\],12.06
u_sram.mem\[50\]\[12\],12.06
net1150,12.06
net1720,12.06
net3344,12.06
_06814_,12.05
net1091,12.045
net2200,12.045
_01800_,12.04
_05213_,12.04
_05632_,12.04
_08614_,12.04
_14040_,12.04
u_interconnect.m_axi_wdata\[9\],12.04
u_sram.mem\[15\]\[24\],12.04
net209,12.04
net2372,12.04
net3475,12.04
_01531_,12.025
_01497_,12.02
_09811_,12.02
_10938_,12.02
_12267_,12.02
_12689_,12.02
_13427_,12.02
u_cpu.cpuregs\[19\]\[31\],12.02
u_cpu.cpuregs\[26\]\[1\],12.02
u_cpu.cpuregs\[26\]\[4\],12.02
u_interconnect.m_axi_awaddr\[28\],12.02
u_sram.mem\[48\]\[10\],12.02
net542,12.02
net611,12.02
net904,12.02
net1773,12.02
net2639,12.02
net4023,12.02
_01364_,12
_05551_,12
_06351_,12
_09878_,12
u_cpu.cpuregs\[0\]\[10\],12
u_cpu.cpuregs\[21\]\[22\],12
u_cpu.cpuregs\[22\]\[28\],12
u_sram.mem\[39\]\[0\],12
u_sram.mem\[52\]\[19\],12
net893,12
net1264,12
net1691,12
net1793,12
net2174,12
net3575,12
net3865,12
_02399_,11.985
net1899,11.985
net4314,11.985
net4355,11.985
_06030_,11.98
_07917_,11.98
_11912_,11.98
u_sram.mem\[34\]\[7\],11.98
u_uart.tx_data\[4\],11.98
net2771,11.98
net3418,11.98
_13088_,11.975
_09873_,11.965
_04833_,11.96
_05912_,11.96
_08328_,11.96
_12940_,11.96
_13737_,11.96
_14440_,11.96
u_cpu.cpuregs\[6\]\[30\],11.96
u_cpu.cpuregs\[9\]\[2\],11.96
u_sram.mem\[60\]\[12\],11.96
u_sram.w_data_r\[7\],11.96
net825,11.96
net4011,11.95
_03623_,11.945
net4168,11.945
net4770,11.945
_04475_,11.94
_04617_,11.94
_08641_,11.94
_09924_,11.94
_10277_,11.94
_12037_,11.94
_12281_,11.94
u_sram.mem\[17\]\[18\],11.94
net3867,11.94
_04145_,11.92
_07281_,11.92
_08586_,11.92
u_cpu.cpuregs\[0\]\[25\],11.92
u_sram.mem\[33\]\[8\],11.92
u_sram.mem\[43\]\[26\],11.92
u_sram.mem\[61\]\[24\],11.92
net993,11.92
net3452,11.92
net3558,11.92
net4586,11.92
_06833_,11.91
_04957_,11.9
_11179_,11.9
_13619_,11.9
u_cpu.cpuregs\[22\]\[18\],11.9
net1108,11.9
_06442_,11.88
_07647_,11.88
_09868_,11.88
_10024_,11.88
_10589_,11.88
_13241_,11.88
u_cpu.cpuregs\[0\]\[30\],11.88
u_cpu.cpuregs\[15\]\[22\],11.88
u_cpu.cpuregs\[17\]\[4\],11.88
u_cpu.cpuregs\[20\]\[3\],11.88
u_cpu.cpuregs\[25\]\[23\],11.88
u_cpu.cpuregs\[2\]\[14\],11.88
u_cpu.cpuregs\[3\]\[28\],11.88
u_cpu.cpuregs\[7\]\[2\],11.88
u_sram.mem\[25\]\[19\],11.88
u_sram.mem\[33\]\[17\],11.88
u_sram.mem\[52\]\[28\],11.88
net1099,11.88
net1112,11.88
net1651,11.88
_05429_,11.87
net1369,11.865
net2853,11.865
net4937,11.865
_04846_,11.86
_06574_,11.86
_08542_,11.86
_09278_,11.86
_09910_,11.86
u_cpu.cpuregs\[9\]\[27\],11.86
_06837_,11.855
u_sram.mem\[9\]\[24\],11.85
net4827,11.845
_05849_,11.84
_07347_,11.84
_07387_,11.84
_10520_,11.84
_10815_,11.84
_11217_,11.84
_14105_,11.84
u_cpu.cpuregs\[15\]\[3\],11.84
u_cpu.cpuregs\[22\]\[30\],11.84
u_sram.mem\[38\]\[22\],11.84
u_sram.mem\[40\]\[15\],11.84
u_sram.mem\[40\]\[20\],11.84
u_sram.mem\[41\]\[18\],11.84
net27,11.84
net3217,11.84
net4688,11.825
_01841_,11.82
_01850_,11.82
_02151_,11.82
_06728_,11.82
_07559_,11.82
_07748_,11.82
_11487_,11.82
_13711_,11.82
u_sram.mem\[12\]\[7\],11.82
u_sram.mem\[22\]\[17\],11.82
u_sram.mem\[26\]\[25\],11.82
u_sram.mem\[9\]\[4\],11.82
net1587,11.82
net3697,11.82
net5147,11.82
net5058,11.815
_02194_,11.8
_04332_,11.8
_04943_,11.8
_06423_,11.8
_06497_,11.8
_07396_,11.8
_13494_,11.8
u_cpu.cpuregs\[5\]\[19\],11.8
u_sram.mem\[8\]\[11\],11.8
net5104,11.8
net2705,11.785
net4132,11.785
_00990_,11.78
_01421_,11.78
_04432_,11.78
_05466_,11.78
_05617_,11.78
_08240_,11.78
_09771_,11.78
_10125_,11.78
u_cpu.cpuregs\[12\]\[11\],11.78
u_cpu.cpuregs\[13\]\[31\],11.78
u_cpu.cpuregs\[17\]\[20\],11.78
u_sram.mem\[41\]\[10\],11.78
u_sram.mem\[55\]\[27\],11.78
u_sram.mem\[5\]\[27\],11.78
net427,11.78
net1040,11.78
net2858,11.78
net3181,11.78
net3905,11.78
net4028,11.78
net4080,11.78
net4717,11.78
_03149_,11.76
_06264_,11.76
_09720_,11.76
_09737_,11.76
_10160_,11.76
_10590_,11.76
u_cpu.cpuregs\[24\]\[29\],11.76
u_cpu.cpuregs\[25\]\[5\],11.76
u_sram.mem\[42\]\[7\],11.76
u_sram.mem\[6\]\[8\],11.76
net1813,11.76
net1867,11.76
_00125_,11.75
_02711_,11.745
net3017,11.745
net4091,11.745
net4652,11.745
_04080_,11.74
_05650_,11.74
_07423_,11.74
_07582_,11.74
_08305_,11.74
_12062_,11.74
_12131_,11.74
_13599_,11.74
u_cpu.cpuregs\[13\]\[28\],11.74
u_cpu.cpuregs\[15\]\[26\],11.74
u_cpu.cpuregs\[18\]\[8\],11.74
u_cpu.cpuregs\[26\]\[3\],11.74
u_cpu.cpuregs\[27\]\[17\],11.74
u_cpu.cpuregs\[31\]\[16\],11.74
u_cpu.reg_out\[30\],11.74
u_sram.mem\[17\]\[4\],11.74
u_sram.mem\[18\]\[16\],11.74
u_sram.mem\[19\]\[19\],11.74
u_sram.mem\[45\]\[30\],11.74
u_sram.mem\[48\]\[11\],11.74
u_sram.mem\[51\]\[14\],11.74
net1985,11.74
net2007,11.74
_03048_,11.72
_04116_,11.72
_04273_,11.72
_04823_,11.72
_05143_,11.72
_05471_,11.72
_08409_,11.72
_14587_,11.72
u_cpu.count_instr\[8\],11.72
u_cpu.cpuregs\[4\]\[25\],11.72
u_cpu.cpuregs\[4\]\[7\],11.72
u_sram.mem\[23\]\[18\],11.72
u_sram.mem\[56\]\[26\],11.72
net19,11.72
net1165,11.72
net3721,11.72
net3874,11.72
net4352,11.72
net4905,11.72
_07618_,11.7
_09626_,11.7
_11778_,11.7
_11966_,11.7
_13137_,11.7
_13967_,11.7
u_sram.mem\[12\]\[29\],11.7
u_sram.mem\[29\]\[26\],11.7
u_sram.mem\[29\]\[28\],11.7
u_sram.mem\[41\]\[20\],11.7
u_sram.mem\[46\]\[0\],11.7
u_sram.mem\[62\]\[21\],11.7
net2271,11.7
net3324,11.7
net3696,11.7
net5074,11.7
net5208,11.7
_04004_,11.685
_04395_,11.68
_06382_,11.68
_06812_,11.68
_09738_,11.68
u_sram.mem\[12\]\[3\],11.68
u_sram.mem\[47\]\[5\],11.68
net1294,11.68
net2582,11.68
net4409,11.68
_03474_,11.665
u_sram.mem\[1\]\[18\],11.665
net1211,11.665
net5078,11.665
_08633_,11.66
_09820_,11.66
_09883_,11.66
_10500_,11.66
u_cpu.cpuregs\[0\]\[29\],11.66
u_cpu.cpuregs\[7\]\[22\],11.66
u_sram.mem\[38\]\[17\],11.66
u_sram.mem\[40\]\[0\],11.66
u_sram.mem\[54\]\[9\],11.66
net1266,11.66
net1484,11.66
net1508,11.66
net2207,11.66
net4290,11.66
net4674,11.645
_06847_,11.64
_09070_,11.64
_10624_,11.64
u_sram.mem\[34\]\[15\],11.64
u_sram.mem\[3\]\[28\],11.64
u_sram.mem\[44\]\[17\],11.64
u_sram.mem\[45\]\[2\],11.64
net1779,11.64
net1874,11.64
u_sram.mem\[7\]\[28\],11.635
u_sram.mem\[9\]\[14\],11.63
_02000_,11.625
_02675_,11.625
_03797_,11.625
net2205,11.625
net4442,11.625
net4658,11.625
_04353_,11.62
_04831_,11.62
_08450_,11.62
_12258_,11.62
_13582_,11.62
u_cpu.cpuregs\[11\]\[1\],11.62
u_sram.mem\[11\]\[14\],11.62
u_sram.mem\[19\]\[18\],11.62
u_sram.mem\[43\]\[14\],11.62
u_uart.rx_data_raw\[5\],11.62
net2519,11.62
net4460,11.62
_02215_,11.615
_02388_,11.605
_05266_,11.6
_05799_,11.6
_06693_,11.6
_07873_,11.6
_07997_,11.6
_08068_,11.6
_09389_,11.6
_11450_,11.6
_12077_,11.6
u_cpu.cpuregs\[0\]\[20\],11.6
u_interconnect.s0_axi_rdata\[0\],11.6
u_sram.mem\[14\]\[25\],11.6
u_sram.mem\[19\]\[12\],11.6
u_sram.mem\[44\]\[2\],11.6
net1359,11.6
net4205,11.6
_00565_,11.585
_01627_,11.585
_01910_,11.585
_02914_,11.585
net3095,11.585
_05787_,11.58
_10881_,11.58
_14602_,11.58
u_cpu.cpuregs\[25\]\[1\],11.58
u_cpu.cpuregs\[29\]\[18\],11.58
u_sram.mem\[30\]\[13\],11.58
u_sram.mem\[39\]\[27\],11.58
net52,11.58
net1364,11.58
net3202,11.58
net4510,11.58
net35,11.565
_04444_,11.56
_05233_,11.56
_06135_,11.56
_09932_,11.56
_10454_,11.56
u_cpu.cpuregs\[22\]\[26\],11.56
u_sram.mem\[36\]\[24\],11.56
u_sram.mem\[46\]\[1\],11.56
u_sram.mem\[54\]\[13\],11.56
net415,11.56
net1396,11.56
net3057,11.56
net3152,11.56
net4890,11.56
net5246,11.56
_00237_,11.55
net4115,11.545
_02223_,11.54
_03366_,11.54
_06118_,11.54
_06271_,11.54
_09960_,11.54
_13782_,11.54
u_cpu.cpuregs\[13\]\[8\],11.54
u_cpu.cpuregs\[17\]\[1\],11.54
u_cpu.cpuregs\[24\]\[7\],11.54
u_cpu.cpuregs\[27\]\[8\],11.54
u_cpu.cpuregs\[29\]\[9\],11.54
u_sram.mem\[35\]\[7\],11.54
u_sram.mem\[48\]\[22\],11.54
u_sram.mem\[56\]\[25\],11.54
net1592,11.54
net2162,11.54
net3283,11.54
net669,11.525
net1014,11.525
net1397,11.525
net4714,11.525
net4862,11.525
_06592_,11.52
net384,11.52
net2040,11.52
net2759,11.52
net2768,11.52
net2817,11.52
net2953,11.52
net3159,11.52
_11884_,11.51
net237,11.505
_05133_,11.5
_06561_,11.5
_08806_,11.5
_10914_,11.5
_10941_,11.5
_11263_,11.5
_13555_,11.5
u_cpu.cpuregs\[31\]\[24\],11.5
u_cpu.cpuregs\[8\]\[13\],11.5
u_sram.mem\[26\]\[0\],11.5
u_sram.mem\[42\]\[31\],11.5
u_sram.mem\[55\]\[13\],11.5
net1027,11.5
net2809,11.5
net4170,11.5
net4400,11.5
_07024_,11.48
_08102_,11.48
_09404_,11.48
_11513_,11.48
_14601_,11.48
u_cpu.alu_out\[12\],11.48
u_sram.mem\[33\]\[5\],11.48
u_sram.mem\[34\]\[29\],11.48
u_sram.mem\[40\]\[28\],11.48
net2063,11.48
net2407,11.48
net3797,11.48
_00027_,11.46
_05070_,11.46
_05922_,11.46
_06236_,11.46
_06577_,11.46
u_cpu.cpuregs\[29\]\[8\],11.46
u_cpu.cpuregs\[7\]\[15\],11.46
u_sram.mem\[25\]\[18\],11.46
u_sram.mem\[60\]\[30\],11.46
u_sram.mem\[61\]\[26\],11.46
u_sram.mem\[61\]\[28\],11.46
net3355,11.46
net4002,11.46
_03303_,11.445
net2678,11.445
net4588,11.445
_01862_,11.44
_08620_,11.44
_11152_,11.44
_11705_,11.44
u_cpu.cpuregs\[14\]\[29\],11.44
u_sram.mem\[30\]\[9\],11.44
u_sram.mem\[60\]\[0\],11.44
net480,11.44
net3121,11.44
net3698,11.44
_05113_,11.42
_05394_,11.42
_05511_,11.42
_05705_,11.42
_09596_,11.42
_09917_,11.42
u_cpu.cpuregs\[14\]\[31\],11.42
u_cpu.cpuregs\[30\]\[21\],11.42
u_cpu.cpuregs\[3\]\[8\],11.42
u_cpu.cpuregs\[6\]\[9\],11.42
u_cpu.cpuregs\[8\]\[14\],11.42
net957,11.42
net1482,11.42
net1499,11.42
net2375,11.42
net2816,11.42
net3973,11.42
_02744_,11.405
net2980,11.405
_00013_,11.4
_06070_,11.4
_06152_,11.4
_06324_,11.4
_07085_,11.4
u_cpu.cpuregs\[15\]\[13\],11.4
u_sram.mem\[60\]\[10\],11.4
net1673,11.4
net2022,11.4
_05869_,11.395
_05996_,11.38
_06069_,11.38
_08631_,11.38
_12123_,11.38
_14311_,11.38
u_cpu.cpuregs\[16\]\[17\],11.38
u_sram.mem\[24\]\[16\],11.38
u_sram.mem\[25\]\[28\],11.38
u_sram.mem\[53\]\[26\],11.38
net3513,11.38
net3788,11.38
net3827,11.38
net4377,11.38
net4447,11.38
net4458,11.38
net4918,11.38
net5073,11.38
net5169,11.38
_10644_,11.37
u_sram.mem\[18\]\[10\],11.37
_04857_,11.36
_06260_,11.36
_07549_,11.36
_08192_,11.36
_08709_,11.36
_10235_,11.36
_11130_,11.36
_13966_,11.36
_14165_,11.36
u_sram.mem\[18\]\[8\],11.36
net1970,11.36
net2503,11.36
net3996,11.36
_04613_,11.34
_11687_,11.34
_13556_,11.34
u_cpu.cpuregs\[10\]\[10\],11.34
net1065,11.335
_02608_,11.32
_03053_,11.32
_04064_,11.32
_04672_,11.32
_05612_,11.32
_05995_,11.32
_06901_,11.32
_08345_,11.32
_10186_,11.32
_12139_,11.32
_14145_,11.32
u_cpu.cpuregs\[17\]\[29\],11.32
u_cpu.cpuregs\[1\]\[8\],11.32
u_cpu.cpuregs\[21\]\[8\],11.32
u_interconnect.m_axi_araddr\[31\],11.32
u_sram.mem\[42\]\[30\],11.32
u_sram.mem\[58\]\[7\],11.32
u_uart.u_tx.shift_reg\[6\],11.32
net1361,11.32
net2393,11.32
net2656,11.32
net2675,11.32
net4099,11.32
_01974_,11.305
_02217_,11.305
_09784_,11.3
_11154_,11.3
u_cpu.cpuregs\[29\]\[0\],11.3
u_cpu.cpuregs\[31\]\[19\],11.3
u_sram.mem\[29\]\[29\],11.3
u_sram.mem\[39\]\[31\],11.3
u_uart.buf_data\[1\],11.3
net1310,11.3
net3777,11.3
_00617_,11.285
_03501_,11.285
net880,11.285
net1765,11.285
net4603,11.285
net4874,11.285
_06793_,11.28
_09112_,11.28
_09150_,11.28
_10514_,11.28
_10988_,11.28
_13187_,11.28
u_cpu.cpuregs\[0\]\[9\],11.28
u_cpu.cpuregs\[24\]\[3\],11.28
u_cpu.cpuregs\[3\]\[7\],11.28
u_cpu.cpuregs\[5\]\[13\],11.28
u_sram.mem\[16\]\[12\],11.28
u_sram.mem\[41\]\[0\],11.28
u_sram.mem\[48\]\[0\],11.28
u_sram.mem\[4\]\[26\],11.28
net441,11.28
net708,11.28
_02794_,11.26
_05135_,11.26
_07093_,11.26
_08233_,11.26
_08265_,11.26
_09460_,11.26
_09957_,11.26
u_sram.mem\[10\]\[27\],11.26
net1822,11.26
net3493,11.26
_01485_,11.245
_01781_,11.245
_02022_,11.245
_02534_,11.245
u_sram.mem\[8\]\[20\],11.245
net1137,11.245
net1698,11.245
_04477_,11.24
_04723_,11.24
_04910_,11.24
_06340_,11.24
_07545_,11.24
_08162_,11.24
_08262_,11.24
_08733_,11.24
_08787_,11.24
_09236_,11.24
_09572_,11.24
_11196_,11.24
_11331_,11.24
_11677_,11.24
_13668_,11.24
u_cpu.cpuregs\[30\]\[17\],11.24
u_sram.mem\[35\]\[22\],11.24
u_sram.mem\[39\]\[16\],11.24
u_sram.mem\[40\]\[25\],11.24
net2000,11.24
net3769,11.24
net5352,11.24
_03248_,11.22
_04874_,11.22
_06447_,11.22
_10134_,11.22
_13123_,11.22
_14126_,11.22
u_sram.mem\[28\]\[27\],11.22
net1524,11.22
net2494,11.22
net3581,11.22
net5177,11.22
_00714_,11.205
net953,11.205
net1961,11.205
_00456_,11.2
_01224_,11.2
_01288_,11.2
_04429_,11.2
_04594_,11.2
_04640_,11.2
_07036_,11.2
_09629_,11.2
_10516_,11.2
_11744_,11.2
_13595_,11.2
u_cpu.cpuregs\[11\]\[28\],11.2
u_cpu.cpuregs\[23\]\[19\],11.2
u_cpu.cpuregs\[24\]\[18\],11.2
u_cpu.cpuregs\[24\]\[31\],11.2
u_cpu.cpuregs\[3\]\[6\],11.2
u_cpu.cpuregs\[6\]\[11\],11.2
u_sram.mem\[39\]\[18\],11.2
u_sram.mem\[55\]\[2\],11.2
net515,11.2
net1255,11.2
net1301,11.2
net1384,11.2
net2646,11.2
net3963,11.2
net4694,11.2
_01958_,11.195
u_sram.mem\[2\]\[21\],11.185
_01443_,11.18
_09786_,11.18
_09992_,11.18
_14226_,11.18
_14554_,11.18
u_sram.mem\[46\]\[18\],11.18
u_sram.mem\[55\]\[29\],11.18
net5033,11.18
_00739_,11.165
_02583_,11.165
_02683_,11.165
net3784,11.165
net3952,11.165
net4336,11.165
net4437,11.165
_03086_,11.16
_05083_,11.16
_05201_,11.16
_05791_,11.16
_06174_,11.16
_09807_,11.16
_11707_,11.16
_12086_,11.16
_13180_,11.16
_13210_,11.16
_13660_,11.16
u_cpu.cpuregs\[18\]\[29\],11.16
u_sram.mem\[18\]\[25\],11.16
u_sram.mem\[55\]\[17\],11.16
net3983,11.16
_08134_,11.14
_08469_,11.14
_08598_,11.14
_12003_,11.14
_13520_,11.14
_14492_,11.14
u_sram.mem\[17\]\[14\],11.14
u_sram.mem\[29\]\[7\],11.14
u_sram.mem\[3\]\[13\],11.14
net1053,11.14
net1833,11.14
_04526_,11.12
_06217_,11.12
_07408_,11.12
_08582_,11.12
_10260_,11.12
_10537_,11.12
_11417_,11.12
_11991_,11.12
u_sram.mem\[33\]\[27\],11.12
u_sram.mem\[37\]\[27\],11.12
u_uart.rx_buf_data\[0\],11.12
net883,11.12
net990,11.12
net1471,11.12
net3401,11.12
net3405,11.12
net3509,11.12
net4444,11.12
_06369_,11.1
_06398_,11.1
_07146_,11.1
_08496_,11.1
_10244_,11.1
_11324_,11.1
_11961_,11.1
_14008_,11.1
u_cpu.cpuregs\[16\]\[4\],11.1
u_sram.mem\[39\]\[21\],11.1
net1911,11.1
net2241,11.1
net3300,11.1
net3377,11.1
net3614,11.1
net3831,11.1
_10844_,11.095
u_cpu.cpuregs\[13\]\[26\],11.095
u_sram.mem\[19\]\[20\],11.09
net242,11.085
net1736,11.085
_07994_,11.08
_08049_,11.08
_08629_,11.08
_09083_,11.08
_09896_,11.08
_10591_,11.08
_13765_,11.08
u_cpu.cpuregs\[25\]\[19\],11.08
u_sram.mem\[30\]\[5\],11.08
u_sram.mem\[39\]\[5\],11.08
u_sram.mem\[60\]\[31\],11.08
net1930,11.08
net2245,11.08
net2284,11.08
net2606,11.08
net2663,11.08
_02903_,11.065
net2114,11.065
net4218,11.065
net4987,11.065
_06520_,11.06
_11998_,11.06
_13503_,11.06
u_sram.mem\[4\]\[7\],11.06
u_sram.mem\[62\]\[19\],11.06
net2006,11.06
net2461,11.06
net3035,11.06
net3920,11.06
_01515_,11.045
net2801,11.045
net4706,11.045
_04339_,11.04
_08443_,11.04
_09377_,11.04
_10862_,11.04
_12945_,11.04
_13111_,11.04
_14364_,11.04
u_cpu.cpuregs\[1\]\[12\],11.04
u_sram.mem\[25\]\[27\],11.04
u_sram.mem\[36\]\[17\],11.04
u_sram.mem\[36\]\[30\],11.04
u_sram.mem\[40\]\[11\],11.04
u_sram.mem\[57\]\[10\],11.04
u_sram.mem\[58\]\[11\],11.04
u_sram.mem\[8\]\[16\],11.04
net21,11.04
net648,11.04
net2838,11.04
net3047,11.04
net3766,11.04
net3877,11.04
net4079,11.04
u_sram.mem\[36\]\[1\],11.03
net882,11.025
_06247_,11.02
_11824_,11.02
_11988_,11.02
net25,11.02
net1995,11.02
net2553,11.02
net2619,11.02
net3244,11.02
net4083,11.02
_02751_,11.015
_10533_,11.01
net2350,11.005
_05522_,11
_06269_,11
_09291_,11
_09577_,11
_09925_,11
_11202_,11
_14275_,11
u_cpu.count_instr\[21\],11
u_sram.mem\[41\]\[24\],11
net1521,11
net3286,11
net3899,11
_07369_,10.99
_01137_,10.985
_02984_,10.985
_13121_,10.985
net1148,10.985
_02578_,10.98
_07857_,10.98
_09120_,10.98
_09892_,10.98
_10791_,10.98
_12017_,10.98
_13525_,10.98
u_sram.mem\[43\]\[5\],10.98
u_sram.mem\[49\]\[15\],10.98
net961,10.98
net1154,10.98
net4397,10.98
net122,10.975
u_interconnect.wr_sel_r\[0\],10.97
_01155_,10.965
_01240_,10.965
_05124_,10.96
_06156_,10.96
_07044_,10.96
_07713_,10.96
_09856_,10.96
_10558_,10.96
u_cpu.cpuregs\[5\]\[16\],10.96
u_cpu.cpuregs\[8\]\[30\],10.96
u_sram.mem\[14\]\[27\],10.96
u_sram.mem\[28\]\[31\],10.96
u_sram.mem\[53\]\[23\],10.96
u_sram.mem\[54\]\[23\],10.96
net948,10.96
net1898,10.96
net3873,10.96
net4167,10.96
net5097,10.96
_00053_,10.95
net4129,10.945
net4251,10.945
_04934_,10.94
_05202_,10.94
_09643_,10.94
_13828_,10.94
net3083,10.94
_01324_,10.925
_06013_,10.92
_06216_,10.92
_09778_,10.92
_13151_,10.92
u_cpu.cpuregs\[23\]\[5\],10.92
u_cpu.cpuregs\[8\]\[24\],10.92
net5424,10.92
_02530_,10.905
_03475_,10.905
net1794,10.905
net1989,10.905
net2048,10.905
_00020_,10.9
_01067_,10.9
_03992_,10.9
_05017_,10.9
_05090_,10.9
_06278_,10.9
_08510_,10.9
_08742_,10.9
_13913_,10.9
_14250_,10.9
_14317_,10.9
net1284,10.9
net1843,10.9
net1882,10.9
net2450,10.9
net3605,10.9
net4032,10.9
net4309,10.9
net5094,10.9
net5191,10.9
_06456_,10.88
_06955_,10.88
_12076_,10.88
_12247_,10.88
u_cpu.count_instr\[17\],10.88
u_cpu.cpuregs\[22\]\[22\],10.88
net1185,10.88
net1602,10.88
net3048,10.88
_06810_,10.875
net1658,10.865
_00760_,10.86
_03836_,10.86
_04907_,10.86
_05764_,10.86
_06725_,10.86
_06795_,10.86
_07458_,10.86
_07660_,10.86
_09627_,10.86
_09659_,10.86
_09739_,10.86
_10112_,10.86
_12251_,10.86
_14455_,10.86
u_cpu.cpuregs\[0\]\[19\],10.86
u_cpu.cpuregs\[17\]\[3\],10.86
u_cpu.cpuregs\[26\]\[26\],10.86
u_cpu.cpuregs\[3\]\[10\],10.86
u_cpu.mem_rdata_q\[11\],10.86
u_sram.mem\[11\]\[18\],10.86
u_sram.mem\[42\]\[13\],10.86
u_sram.mem\[4\]\[14\],10.86
u_sram.mem\[51\]\[2\],10.86
u_sram.mem\[54\]\[30\],10.86
net1075,10.86
net2219,10.86
net4410,10.86
_06291_,10.84
